filename,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
01 (3)_2.jpg,966077b0eca2691ea19a55e7f1b02dbf56de4b5b7631a99e1680abd73092ce54,0,0,0.001596,0.0072,gauss1,,,4463.8
01 (3)_3.jpg,e5a0f1772e693b6605a376f2bb3608eb543797f01f00c9e04e608743bb39ff06,0,0,0.000814,0.0072,gauss1,,,4460.9
01 (3)_4.jpg,4c83417b243b39f90f3c14dbbedda7d3c4507469d02bf796fee4e6b07fa3560d,1,1,0.058673,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,3954.7
01 (3)_5.jpg,6742a73bcfb2e3ede08b3b132f5cf5e874d73160d32f23337eb0a303d038e974,1,0,0.004241,0.0072,gauss1,,,4042.3
01 (3)_6.jpg,7024f809a12b897eab1bfe7b00e92f2238b37535e35a358306d737c0cea59808,1,1,0.047252,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4839.9
01 (4)_1.jpg,b031b47bbaab454841961aa22f3599c6b0fcbec2d89455eb5a052a00faec5908,0,0,0.001193,0.0072,gauss1,,,4377.8
01 (4)_2.jpg,534e5ae104ee9dfd07546ad207572b7634726e6d65ca07644f20c02bff8b67de,0,0,0.001297,0.0072,gauss1,,,4373.6
01 (4)_3.jpg,5c99efa7ede11830b4a0a8379ae3dd86bf76415e09775e8f169b0f9a504f4433,0,0,0.002605,0.0072,gauss1,,,4321.1
01 (4)_4.jpg,543dd49bbe50513aa70f4db18674586d994fa3037d01755277bf7eabecc0e5c3,1,1,0.116616,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4032.8
01 (4)_5.jpg,674bbf540b054e10f1927bcdbcd959e4449b332151a6ef92d55652854130cb11,1,0,0.004383,0.0072,gauss1,,,4829.8
01 (4)_6.jpg,8ab338178ff6b8bb4c37661ea071b8bf516e7c8d30da48024d25c5bcad4ee0bd,1,1,0.093163,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,5165.1
01 (5)_1.jpg,30a69cc32e079dea406213e5da5e2f7f6dad28d26373da52aa36f6c5b6787008,0,0,0.002126,0.0072,gauss1,,,4995.3
01 (5)_2.jpg,339ad344401d18022e8ac9d995b1d8ef2e6cc29cd2c4303b795a0ec2c68fccac,0,0,0.001399,0.0072,gauss1,,,5354.9
01 (5)_3.jpg,4d91989dc13a5c524b959590a23422537a92d442794d6366b45e2d8918c8a161,0,0,0.001256,0.0072,gauss1,,,4608.1
01 (5)_4.jpg,e2d4eaa549f10b643e37e4ced76c31ca5509ce7a1be660920aaff3e899d0122d,1,1,0.065538,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4034.9
01 (5)_5.jpg,d6a4e81b2a6f0863347afda090d655e5a8ebfbcd454e1133ffd2c6300173c031,1,1,0.011293,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4033.0
01 (5)_6.jpg,017292588ed79462bd59df6543595271b593e8f4261fecc4ed5a71beba3f53fe,1,1,0.074046,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4216.0
01 (6)_1.jpg,a70c6e736f70d88624d2fd430c1b648c89bef8bcc34067b45462e54a8c9fc696,0,0,0.001757,0.0072,gauss1,,,6209.1
01 (6)_2.jpg,112f7af5bd6b987c41d4104c503983c5bbf5eaad8f81a71be7c0a5b9f66a7b87,0,0,0.000945,0.0072,gauss1,,,4723.6
01 (6)_3.jpg,17feb17efa8051eb3ffc2bc2f3072731fdc995c928ec6522ef2105602f8b1f4d,0,0,0.000999,0.0072,gauss1,,,4639.6
01 (6)_4.jpg,d42d148dcf39c50f02ae54089cd06d1443a42238038cc0bc422d01ca4e0884d1,1,1,0.081451,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4143.4
01 (6)_5.jpg,f869a7642e155f137f230914e8847679d8de1791b81b107d1776dfb102c1a6e2,1,0,0.003985,0.0072,gauss1,,,4063.5
01 (6)_6.jpg,837f2593de56ff11c1b7a0e85dfc6dd1e40b12d654aba420da2330a824d5508b,1,1,0.085483,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4564.8
01 (7)_1.jpg,d7da4fcb91d5f22758ceca127def00d64b04b002c4852ff3d57621bc0942a122,0,0,0.001404,0.0072,gauss1,,,5290.0
01 (7)_2.jpg,2491a4a4d69e7f5a2368f9bec825f412c3cae5da4d6977c1d39d2954dc2f3728,0,0,0.000909,0.0072,gauss1,,,5006.6
01 (7)_3.jpg,aef8ae517829eb4741ea3d2264bad2a62e23bbe2575458d0956564556e824d67,0,0,0.001054,0.0072,gauss1,,,4870.6
01 (7)_4.jpg,9225caeb98e2bf559a15b609f349198d9283e91a007b19f84410a17721e16192,1,1,0.095275,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4040.9
01 (7)_5.jpg,b1554fe5033befe59b65fe51f89e1da43c9355ed38fe4f93d627e77012b7cd69,1,0,0.004904,0.0072,gauss1,,,4051.9
01 (7)_6.jpg,85ae5e5aebfce3cc103f525a49b2cbd22750cbb12a179a5051f1d30f102f9f08,1,1,0.095004,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4484.8
01 (8)_1.jpg,5fc97cd2eceadbefb6af1f7afe25fede67f2bda30f5e00ffad4227757f9eb3be,0,0,0.000949,0.0072,gauss1,,,4288.6
01 (8)_2.jpg,0f9189774d699e71175ee9a9523197a0103618343421bf0c1f4e0eb4c0cbe65b,0,0,0.001282,0.0072,gauss1,,,4373.0
01 (8)_3.jpg,ea9f0f9b829681074db2634f71c56a42e32020143abe85e1324535b1948ede31,0,0,0.001187,0.0072,gauss1,,,4382.2
01 (8)_4.jpg,38d6ebd2b974e054f02215268866e5ea5226bb2d20fdfc8877da094f5672ae1d,1,1,0.056013,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4066.0
01 (8)_5.jpg,8274635808d0a904006323c4aaa4e6a0706d06b558a4530ab115cd764412ad27,1,1,0.032399,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,3980.9
01 (8)_6.jpg,70e74ad8cda3067491d6dd1b341c2b6f3a3daf987cb3ab3839364f7861f4c49a,1,1,0.091798,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4453.2
01 (9.0)_1.jpg,a9ea0c01817ec67e6cda9c6a3187add9d57f8c57b2609e4ba26fac697bd6b656,0,0,0.001819,0.0072,gauss1,,,4385.0
01 (9.0)_2.jpg,17a4cd22bc06d0c027d7fae314912759f12c3772f0e86d0a286c00a4d5674a8f,0,0,0.000771,0.0072,gauss1,,,4632.9
01 (9.0)_3.jpg,d5524af5589ed539f536cf7886f26cfb8ef7047fffb8165bf32c2501b2e6f1b5,0,0,0.000873,0.0072,gauss1,,,4404.8
01 (9.0)_4.jpg,c713aacc4d5c8598c9ae18e62f4a205c3f35096ad8365a59300ab8fefa007b1a,1,1,0.057938,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4114.2
01 (9.0)_5.jpg,c8a76cb6ce9c12dc32a73f957b00586cf5c95ae86d2531214bf7c1ea6faa8dbe,1,1,0.045861,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4006.5
01 (9.0)_6.jpg,635606c12448b25f84d7b146ce9f961a7c5f548a24d329a7489a6765a7510e89,1,1,0.212928,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4452.6
01 (9.1)_1.jpg,ee38960f3b18a700c3442c602a17420c5cc7902f7f938860bea9303687be9458,0,0,0.002154,0.0072,gauss1,,,4377.4
01 (9.1)_2.jpg,b3abad48d847abb1c3af43e00f88949eb848f097f22d21c6d5d9e7b2f1dbe8e5,0,0,0.000989,0.0072,gauss1,,,4674.8
01 (9.1)_3.jpg,de859200060f53bddab8730fa838e448554a626e008deca7a04917542a9fe68a,0,0,0.002544,0.0072,gauss1,,,5030.8
01 (9.1)_4.jpg,e408fabf9575c1ee665c0d1c798d87c36895ed718088fbf1f007e493f7b3e27c,1,1,0.166168,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4896.5
01 (9.1)_5.jpg,d90bc3e9a2f80f6949df0a82414ab39676c9060fe0c15f4dddb0171649c57289,1,1,0.062377,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4863.5
01 (9.1)_6.jpg,c13dbc4c260a486f41e54ccfbe93effa8b0dd7e9464e6322aabcd66745f67a0e,1,1,0.046682,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4073.8
img_0211.jpg,549206aace1c82ffff510888db769b15dd965890ef30f2561c373d4395d465ba,,1,0.031307,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,4556.5
img_0212.jpg,027c03ecd8ac897324fe1142f02d323a9f527a3dc0323b0f2121ba2cc8f6673b,,1,0.03463,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,3971.6
img_0213.jpg,8609133d9d732aa1db79ce82e1698950cdaa4f9f7ee5e94bf160e5fb51feec14,,1,0.050083,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,3837.2
img_0214.jpg,31ba5061fe1ff472a256e267162baf3343a5b9a2b21c1c6c6ca4617e9e404722,,1,0.046906,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,4883.7
img_0215.jpg,d6407b952b47d09589e2cfc2f865c1c96672718430c2c4ce558a4366fc0c71b4,,1,0.071503,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,4067.5
img_0216.jpg,6018b0d4cc3a978282fe8e6f42d7166388068a0d8e7b7b6811d231cd68ce184b,,1,0.038999,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,4113.9
img_0217.jpg,4f5574092a05b40044220cfcfd22f45bff91810321a7030165b7e4412237623e,,0,0.006212,0.0072,gauss1,,,3964.0
img_338651249.jpg,72d72aaa54ed12917aa0fcf8c52bedcd38048dfb91b96eecbd2b5599b051d6e9,0,0,0.001623,0.0072,gauss1,,,4473.6
photo_16.jpg,8b15d0ec85e60282996c943e6723484a321323c2fb558e8a68c0fb5975239453,0,0,0.000854,0.0072,gauss1,,,5059.4
photo_4.jpg,d85267a07ab864c87c318dccde7a4456bf4327396b0983f04e288822dce8fad4,1,1,0.354671,0.0072,gauss1,BP05_12MP_SLM_HEIC.mat,0,5753.4
photo_6.jpg,bb1c55c94d6b5361e22d5e17102c5967d7573cee4d007d6bd8e2c921bee398c3,1,1,0.097915,0.0072,gauss1,BP04_12MP_NL_JPEG.mat,0,4469.5
portrait_0050_20170718_104704_950.jpg,9dc71ed04fa061a40bc90876418805128aaf0421713c47954a9361b417b7d3d4,0,0,0.000792,0.0072,gauss1,,,6702.0
portrait_0050_20170719_142756_707.jpg,19558a96c660871eb871454aad750895c621002067ff2dc78734eaaedf8157ec,0,0,0.001055,0.0072,gauss1,,,5011.6
portrait_0050_20170725_182616_746.jpg,4db0f919720a14f20f4dae6e868ee7f86f918849de00cf5a15553bd7d62a8bbf,0,0,0.001055,0.0072,gauss1,,,5062.1
portrait_0050_20170725_185728_022.jpg,fc7a21ca2537966d09518d043fb4688af211eed4684be5e99dcfc546e655633a,0,0,0.001014,0.0072,gauss1,,,4497.0
portrait_0050_20170806_163412_637.jpg,1f23df6f8c82a12ba943435bbee1ff08ee3519fbed36ef47f2b9924b392fabe0,0,0,0.001606,0.0072,gauss1,,,4682.7
portrait_0050_20170809_154004_802.jpg,fe9379555780f33a62ef7ff2a39ab065ea865111ac74bc5dc333fb1dd876d6b2,0,0,0.00175,0.0072,gauss1,,,4975.9
portrait_0181_20170715_124004_796.jpg,0b5128875eef4aa3891cde9c02e43831f9936b89805cc44772a991822e233987,0,0,0.001205,0.0072,gauss1,,,5075.9
portrait_0222_20170812_202647_946.jpg,567e95fd7a7d465fca1690b4c93e522beb597ce4f65c45a0d205ec5502df8d77,0,0,0.000716,0.0072,gauss1,,,4366.9
portrait_0289_20170809_100620_690.jpg,218365e04d4ee8b64b9cde623453547a39dced21c58f9cb88de2088c1cbc02fc,0,0,0.001415,0.0072,gauss1,,,4384.2
portrait_0508_20170823_165159_189.jpg,3e6904b78300402664002166446a4c1e8779417f7d72c4101b39fa209ebb3ac6,0,0,0.000987,0.0072,gauss1,,,4502.0
portrait_0578_20170810_204504_835.jpg,6093184ed67686cf193543c4cd04d6c7f2998b98b58c5524f276970b54bcc698,0,0,0.001323,0.0072,gauss1,,,4315.2
portrait_0578_20170817_153638_385.jpg,e70669e7f0917cae306cd7cf7692875f44a1b500f5ddedd336ef8f43e4d865fc,0,0,0.001147,0.0072,gauss1,,,4397.6
portrait_0578_20170817_173638_329.jpg,db6321e004b2aa621d0ce66121dec3e2aa6943cb0b938129e58c0689f809554f,0,0,0.000899,0.0072,gauss1,,,4517.5
portrait_5702_20170819_133222_151.jpg,08deeb7d999f558317f06ecb9d5b812669f39c177867d49078258ee3f5ee2171,0,0,0.00086,0.0072,gauss1,,,4345.6
portrait_5702_20170831_121406_392.jpg,006191881fbfad525d4976a4cfb278b30bf83a85eb2cbf90c6c28ed6d9350b23,0,0,0.000916,0.0072,gauss1,,,4690.3
portrait_5702_20170910_123953_906.jpg,a1e6167f1f7e9a1b156dc342e6fe2687ee0bed32bbd96372a194112ddf66e5dc,0,0,0.000992,0.0072,gauss1,,,4955.4
portrait_5702_20170910_124847_196.jpg,a85bea4e73a09f951058df62c3ac589debec9a7bba8b5289665449b4ef9f98f1,0,0,0.000817,0.0072,gauss1,,,5653.4
